guia_internacional,compania_remitente,contacto_remitente,email_remitente,direccion_remitente,telefono_remitente,codigo_postal_remitente,compañía_destino,nombres_destinatario,email_destinatario,direccion_destinatario,telefono_destinatario,codigo_postal_destino,ciudad_destino,estado_destino,pais_destino,contenido,piezas,peso_libras,peso_kilos,valor_declarado_usd,posicion_arancelaria,mawb,codigo_formulario,guia_nacional,estado_guia,fecha_estado,id_unidad_transporte,liberar,revisar,fecha_liquidacion,codigo_despacho,tipo_identificacion_destinatario,identificacion_destinatario,apellidos_destinatario,clase_envio,val_otros_usd,val_trm,por_iva,nuevo_valor_declarado_usd,por_arancel,fecha_envio,lote
INTM11738,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11739,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11740,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11741,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11742,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11743,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11744,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11745,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11746,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11747,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11748,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11749,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11750,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11751,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11752,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11753,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11754,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11755,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11756,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11757,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11758,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11759,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11760,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11761,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11762,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11763,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11764,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11765,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11766,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11767,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11768,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11769,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11770,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11771,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11772,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11773,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11774,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11775,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11776,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11777,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11778,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11779,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11780,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11781,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11782,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11783,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11784,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11785,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11786,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11787,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11788,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11789,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11790,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11791,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11792,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11793,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11794,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11795,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11796,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11797,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11798,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11799,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11800,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11801,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11802,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11803,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11804,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11805,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11806,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11807,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
INTM11808,Compania 422,Cont422,c422@e.com,Dir 422,Tel422,111422,Destino 422,Nom422,d422@e.com,DirDest422,TelDest422,CPDest422,City422,EST422,CO,Contenido 422,422,928.4,20.0,1500.0,1.0,157-998877661904,538.0,G01423,1.0,2025-07-25 16:34:16.140,UT422,False,False,,422.0,43.0,1.0,,,,,0.0,,0.0,23/07/2025,BOP2
